19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
0 10113 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 0 8485 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
0 10113 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 0 8485 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 10113 0 
19713 0 0 
0 10113 0 
0 10113 0 
19713 0 0 
0 10113 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
19713 0 0 
0 10113 0 
0 10113 0 
0 10113 0 
0 10113 0 
0 10113 0 
19713 0 0 
19713 0 0 
0 0 8485 
19713 0 0 
19713 0 0 
19713 0 0 
0 0 8485 
19713 0 0 
